"course","number","course_nbr","course_title","course_topic","class_nbr","sec_nbr","min_hrs","max_hrs","seats_avl","total_enrl","enroll_cap","acad_career","component","consent","enrollable","instructor","start","end","meeting_days","begin_date","end_date","location","room","room_cap","wait_cap","wait_total","comb_sect_id","cs_enrl_cap","cs_enrl_total","cs_wait_cap","cs_wait_total"
CE, 487,051797,Soil Mechanics,,10540,1000,4,4,31,1,32,UGDL,LEC,None,No,"Parsons, Robert",10:00,10:50 AM,MWF,AUG-23,DEC-17,LAWRENCE,LEEP2 1420,60,0,0,0,0,0,0,0
CE, 487,051797,Soil Mechanics,,10543,1100,4,4,15,1,16,UGDL,LBN,None,Yes,"Parsons, Robert",02:30,04:20 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEA 1174,40,0,0,0,0,0,0,0
CE, 487,051797,Soil Mechanics,,10543,1100,4,4,15,1,16,UGDL,LBN,None,Yes,"Parsons, Robert",02:30,04:20 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEA 1184,20,0,0,0,0,0,0,0
CE, 487,051797,Soil Mechanics,,10541,1200,4,4,16,0,16,UGDL,LBN,None,Yes,"Parsons, Robert",04:35,06:25 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEA 1174,40,0,0,0,0,0,0,0
CE, 487,051797,Soil Mechanics,,10541,1200,4,4,16,0,16,UGDL,LBN,None,Yes,"Parsons, Robert",04:35,06:25 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEA 1184,20,0,0,0,0,0,0,0
CE, 487,051797,Soil Mechanics,,10542,1300,4,4,0,0,0,UGDL,LBN,None,Yes,"Parsons, Robert",02:30,05:20 PM,Th,AUG-23,DEC-17,LAWRENCE,LEA 1174,40,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,13946,1100,1,5,10,0,10,UGDL,IND,None,Yes,"Bennett, Caroline",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,18939,1125,1,5,10,0,10,UGDL,IND,None,Yes,"Collins, William",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17911,1300,1,5,10,0,10,UGDL,IND,None,Yes,"Darabi, Masoud",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,10544,1400,1,5,10,0,10,UGDL,IND,None,Yes,"Darwin, David",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,13398,1600,1,5,10,0,10,UGDL,IND,None,Yes,"Han, Jie",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,21385,1620,1,5,10,0,10,UGDL,IND,None,Yes,"Hansen, Amy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,21386,1625,1,5,10,0,10,UGDL,IND,None,Yes,"Husic, Admin",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,21387,1630,1,5,10,0,10,UGDL,IND,None,Yes,"Hutchison, Justin",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17912,1650,1,5,10,0,10,UGDL,IND,None,Yes,"Kondyli, Alexandra",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,10545,1700,1,5,10,0,10,UGDL,IND,None,Yes,"Lane, Dennis",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17409,1725,1,5,10,0,10,UGDL,IND,None,Yes,"Lepage, Andres",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17410,1750,1,5,10,0,10,UGDL,IND,None,Yes,"Lequesne, Remy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17411,1775,1,5,10,0,10,UGDL,IND,None,Yes,"Li, Jian",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17913,1785,1,5,10,0,10,UGDL,IND,None,Yes,"Lines, Brian",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,21228,2050,1,5,10,0,10,UGDL,IND,None,Yes,"Medina, Mario",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,15904,2100,1,5,10,0,10,UGDL,IND,None,Yes,"Misra, Anil",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17412,2250,1,5,10,0,10,UGDL,IND,None,Yes,"O'Reilly, Matt",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,10546,2400,1,5,10,0,10,UGDL,IND,None,Yes,"Parsons, Robert",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,13947,2500,1,5,10,0,10,UGDL,IND,None,Yes,"Peltier, Edward",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,10547,2600,1,5,10,0,10,UGDL,IND,None,Yes,"Randtke, Stephen",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,18940,2625,1,5,10,0,10,UGDL,IND,None,Yes,"Roundy, Joshua",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,15905,2850,1,5,10,0,10,UGDL,IND,None,Yes,"Schrock, Steven",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,14167,2900,1,5,10,0,10,UGDL,IND,None,Yes,"Sturm, Belinda",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,18941,2925,1,5,10,0,10,UGDL,IND,None,Yes,"Sutley, Elaina",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,17413,3000,1,5,10,0,10,UGDL,IND,None,Yes,"Tran, Dai",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 490,051800,Special Problems,,10548,3100,1,5,10,0,10,UGDL,IND,None,Yes,"Young, C",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 495,345795,Special Topics:,Technical Writing,24236,1800,3,3,30,0,30,UGDL,LEC,None,Yes,"Marotz, Glen",APPT,,,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,6992,30,0,0,0
CE, 495,345795,Special Topics:,Design Special Problems,24777,1850,3,3,20,0,20,UGDL,LEC,None,Yes,"Lyon, Robert",08:00,09:15 AM,TuTh,AUG-23,DEC-17,LAWRENCE,LEA 2115,24,0,0,7127,10,0,0,0
CE, 552,051821,Water Resourc Engineering Dsgn,,13107,1000,4,4,48,7,55,UGDL,LEC,None,No,"Roundy, Joshua",08:00,08:50 AM,MWF,AUG-23,DEC-17,LAWRENCE,LEEP2 2420,60,0,0,0,0,0,0,0
CE, 552,051821,Water Resourc Engineering Dsgn,,27714,1115,4,4,23,7,30,UGDL,LBN,None,Yes,"Roundy, Joshua",02:30,05:20 PM,Th,AUG-23,DEC-17,LAWRENCE,EATN 1014,30,0,0,0,0,0,0,0
CE, 552,051821,Water Resourc Engineering Dsgn,,27714,1115,4,4,23,7,30,UGDL,LBN,None,Yes,"Roundy, Joshua",02:30,05:20 PM,Th,AUG-23,DEC-17,LAWRENCE,EATN 1018,30,0,0,0,0,0,0,0
CE, 562,051827,Design of Steel Structures,,10549,1000,3,3,44,6,50,UGDL,LEC,None,No,"Collins, William",12:30,01:45 PM,TuTh,AUG-23,DEC-17,LAWRENCE,LEEP2 2425,60,0,0,0,0,0,0,0
CE, 562,051827,Design of Steel Structures,,27716,1100,3,3,44,6,50,UGDL,LBN,None,Yes,"Mitchell, Angie; Collins, William",03:00,05:45 PM,M,AUG-23,DEC-17,LAWRENCE,LEEP2 1420,60,0,0,0,0,0,0,0
CE, 563,051829,Dsgn Reinfrcd Concrete Structr,,10551,1000,3,3,55,5,60,UGDL,LEC,None,No,"Lepage, Andres",02:00,02:50 PM,MW,AUG-23,DEC-17,LAWRENCE,LEEP2 2425,60,0,0,0,0,0,0,0
CE, 563,051829,Dsgn Reinfrcd Concrete Structr,,10552,1100,3,3,55,5,60,UGDL,LBN,None,Yes,,02:00,04:50 PM,F,AUG-23,DEC-17,LAWRENCE,LEEP2 2425,60,0,0,0,0,0,0,0
CE, 570,344623,Concepts of Environmental Chem,,13109,1000,3,3,28,2,30,UGDL,LEC,None,Yes,"Peltier, Edward",09:00,09:50 AM,MWF,AUG-23,DEC-17,LAWRENCE,LEEP2 G415,80,0,0,2360,25,2,0,0
CE, 571,344624,Environmental Engr Laboratory,,24807,1780,3,3,18,2,20,UGDL,LAB,None,Yes,"Hutchison, Justin",10:00,11:50 AM,MW,AUG-23,DEC-17,LAWRENCE,LEEP2 G421,24,0,0,7138,10,2,0,0
CE, 582,051836,Highway Engineering,,10553,1000,3,3,25,3,28,UGDL,LEC,None,No,"Schrock, Steven",11:00,11:50 AM,MW,AUG-23,DEC-17,LAWRENCE,LEA 2133,28,0,0,0,0,0,0,0
CE, 582,051836,Highway Engineering,,14547,1100,3,3,25,3,28,UGDL,LBN,None,Yes,"Schrock, Steven; Liu, Lanxi",11:00,12:50 PM,F,AUG-23,DEC-17,LAWRENCE,EATN 1010,30,0,0,0,0,0,0,0
CE, 610,351186,Engineering Ethics,,23966,1301,3,3,28,2,30,UGDL,LEC,None,Yes,"Schrock, Steven",11:00,12:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,LEA 2112,62,0,0,0,0,0,0,0
CE, 710,051867,Structural Mechanics,,27417,1400,3,3,35,0,35,GRDL,LEC,None,Yes,"Darabi, Masoud",06:00,08:50 PM,Th,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 710,051867,Structural Mechanics,,18201,1500,3,3,34,1,35,GRDL,LEC,None,Yes,"Darabi, Masoud",06:00,08:50 PM,Th,AUG-23,DEC-17,LAWRENCE,LEEP2 1420,60,0,0,0,0,0,0,0
CE, 710,051867,Structural Mechanics,,24895,1550,3,3,2,0,2,GRDL,LEC,None,Yes,"Darabi, Masoud",06:00,08:50 PM,Th,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 712,350265,Structural Eng Materials,,19442,1015,3,3,45,0,48,GRDL,LEC,None,No,"O'Reilly, Matt",11:00,12:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,SLAW G192,100,0,0,4986,48,3,0,0
CE, 712,350265,Structural Eng Materials,,19445,1016,3,3,21,0,24,GRDL,LBN,None,Yes,"O'Reilly, Matt; Solomon, Hailey",02:30,05:20 PM,Th,AUG-23,DEC-17,LAWRENCE,LEEP2 2425,60,0,0,4987,24,3,0,0
CE, 712,350265,Structural Eng Materials,,19446,1018,3,3,24,0,24,GRDL,LBN,None,Yes,"O'Reilly, Matt; Solomon, Hailey",02:30,05:20 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEEP2 2425,60,0,0,4988,24,0,0,0
CE, 751,051907,Physical Hydrology,,27685,2300,3,3,30,0,30,GRDL,LEC,None,Yes,"Roundy, Joshua",06:00,08:50 PM,Th,AUG-23,DEC-17,LAWRENCE,LEEP2 2425,60,0,0,0,0,0,0,0
CE, 751,051907,Physical Hydrology,,27741,2305,3,3,30,0,30,GRDL,LEC,None,Yes,"Roundy, Joshua",06:00,08:50 PM,Th,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 751,051907,Physical Hydrology,,27742,2306,3,3,30,0,30,GRDL,LEC,None,Yes,"Roundy, Joshua",06:00,08:50 PM,Th,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 752,349380,Physical Hydrogeology,,17448,1200,3,3,15,0,15,GRDL,LEC,None,Yes,"Schulmeister, Marcia",APPT,,,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,5766,15,0,0,0
CE, 752,349380,Physical Hydrogeology,,17448,1200,3,3,15,0,15,GRDL,LEC,None,Yes,"Schulmeister, Marcia",04:00,06:00 PM,W,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,5766,15,0,0,0
CE, 752,349380,Physical Hydrogeology,,17449,1500,3,3,12,0,12,GRDL,LEC,None,Yes,"Schulmeister, Marcia",04:00,06:00 PM,W,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,5865,12,0,0,0
CE, 752,349380,Physical Hydrogeology,,17449,1500,3,3,12,0,12,GRDL,LEC,None,Yes,"Schulmeister, Marcia",APPT,,,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,5865,12,0,0,0
CE, 754,051911,Contaminant Transport,,27970,1100,3,3,10,0,10,GRDL,LEC,None,Yes,"Devlin, J.",04:00,07:00 PM,Tu,AUG-23,DEC-17,LAWRENCE,RIT 268,12,0,0,7489,20,0,0,0
CE, 754,051911,Contaminant Transport,,27971,1110,3,3,10,0,10,GRDL,LEC,None,Yes,"Devlin, J.",04:00,07:00 PM,Tu,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,7490,20,0,0,0
CE, 761,051924,Matrix Anlysis of Frmd Structr,,10554,1000,3,3,28,0,28,GRDL,LEC,None,Yes,"Lepage, Andres",05:00,06:15 PM,MW,AUG-23,DEC-17,LAWRENCE,LEA 2133,28,0,0,0,0,0,0,0
CE, 761,051924,Matrix Anlysis of Frmd Structr,,18116,1100,3,3,14,0,14,GRDL,LBN,None,No,"Lepage, Andres",06:30,07:20 PM,MW,AUG-23,DEC-17,LAWRENCE,EATN 1014,30,0,0,0,0,0,0,0
CE, 761,051924,Matrix Anlysis of Frmd Structr,,27793,1400,3,3,30,0,30,GRDL,LEC,None,Yes,"Lepage, Andres",05:00,07:20 PM,MW,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 761,051924,Matrix Anlysis of Frmd Structr,,26061,1500,3,3,30,0,30,GRDL,LEC,None,Yes,"Lepage, Andres",05:00,07:20 PM,MW,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 764,051929,Adv Desgn Reinfrc Concr Struct,,28954,1200,3,3,30,0,30,GRDL,LEC,None,Yes,"Lequesne, Remy",04:00,05:15 PM,MW,AUG-23,DEC-17,LAWRENCE,LEA 2112,62,0,0,0,0,0,0,0
CE, 764,051929,Adv Desgn Reinfrc Concr Struct,,29051,1300,3,3,30,0,30,GRDL,LEC,None,Yes,"Lequesne, Remy",04:00,04:15 PM,MW,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 764,051929,Adv Desgn Reinfrc Concr Struct,,28979,1400,3,3,30,0,30,GRDL,LEC,None,Yes,"Lequesne, Remy",04:00,05:15 PM,MW,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 766,051935,Adv Steel Desgn-Bridge Structr,,27745,2500,3,3,30,0,30,GRDL,LEC,None,Yes,"Lyon, Robert",06:00,08:50 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEA 1136,35,0,0,0,0,0,0,0
CE, 766,051935,Adv Steel Desgn-Bridge Structr,,27746,2501,3,3,30,0,30,GRDL,LEC,None,Yes,"Lyon, Robert",06:00,08:50 PM,Tu,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 770,051942,Concepts of Environmental Chem,,10555,1000,3,3,30,0,30,GRDL,LEC,None,Yes,"Peltier, Edward",09:00,09:50 AM,MWF,AUG-23,DEC-17,LAWRENCE,LEEP2 G415,80,0,0,2360,25,2,0,0
CE, 770,051942,Concepts of Environmental Chem,,27747,1005,3,3,30,0,30,GRDL,LEC,None,Yes,"Peltier, Edward",09:00,09:50 AM,MWF,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 770,051942,Concepts of Environmental Chem,,23945,1501,3,3,30,0,30,GRDL,LEC,None,Yes,"Peltier, Edward",09:00,09:50 AM,MWF,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 771,051944,Environmental Engr Laboratory,,24806,1520,3,3,12,0,12,GRDL,LAB,None,Yes,"Hutchison, Justin",10:00,11:50 AM,MW,AUG-23,DEC-17,LAWRENCE,LEEP2 G421,24,0,0,7138,10,2,0,0
CE, 772,051951,Phys Princpl of Evrn Engr Proc,,24076,1504,3,3,15,1,16,GRDL,LEC,None,Yes,"Hutchison, Justin",01:00,01:50 PM,MWF,AUG-23,DEC-17,LAWRENCE,LEA 2133,28,0,0,0,0,0,0,0
CE, 772,051951,Phys Princpl of Evrn Engr Proc,,24100,1505,3,3,10,0,10,GRDL,LEC,None,Yes,"Hutchison, Justin",01:00,01:50 PM,MWF,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 772,051951,Phys Princpl of Evrn Engr Proc,,27748,1506,3,3,30,0,30,GRDL,LEC,None,Yes,"Hutchison, Justin",01:00,01:50 PM,MWF,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 775,348158,Stormwatr Treatmnt Systms Dsgn,,27684,2300,3,3,29,1,30,GRDL,LEC,None,Yes,"Peltier, Edward",01:00,02:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,LEA 1136,35,0,0,0,0,0,0,0
CE, 775,348158,Stormwatr Treatmnt Systms Dsgn,,27749,2301,3,3,30,0,30,GRDL,LEC,None,Yes,"Peltier, Edward",01:00,02:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 775,348158,Stormwatr Treatmnt Systms Dsgn,,27750,2302,3,3,30,0,30,GRDL,LEC,None,Yes,"Peltier, Edward",01:00,02:15 PM,TuTh,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 790,350974,Traf Simultn Modeling Analysis,,27682,1215,3,3,30,0,30,GRDL,LEC,None,Yes,,06:00,08:50 PM,Tu,AUG-23,DEC-17,LAWRENCE,EATN 1010,30,0,0,0,0,0,0,0
CE, 801,052009,Energy Methods,,18943,1150,3,3,24,0,24,GRDL,LEC,None,Yes,"Misra, Anil",04:00,06:50 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEA 2115,24,0,0,0,0,0,0,0
CE, 801,052009,Energy Methods,,27754,1151,3,3,30,0,30,GRDL,LEC,None,Yes,"Misra, Anil",04:00,06:50 PM,Tu,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 801,052009,Energy Methods,,27755,1152,3,3,30,0,30,GRDL,LEC,None,Yes,"Misra, Anil",04:00,06:50 PM,Tu,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 804,351383,Advanced Structural Dynamics,,28906,1300,3,3,30,0,30,GRDL,LEC,None,Yes,"Li, Jian",04:00,05:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,LEA 1136,35,0,0,0,0,0,0,0
CE, 804,351383,Advanced Structural Dynamics,,28907,1400,3,3,30,0,30,GRDL,LEC,None,Yes,"Li, Jian",04:00,05:15 PM,TuTh,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 859,351842,Erosion and Sedimentation,,27751,2500,3,3,24,0,24,GRDL,LEC,None,Yes,"Husic, Admin",06:00,08:50 PM,Tu,AUG-23,DEC-17,LAWRENCE,LEEP2 2425,60,0,0,0,0,0,0,0
CE, 859,351842,Erosion and Sedimentation,,27752,2501,3,3,30,0,30,GRDL,LEC,None,Yes,"Husic, Admin",06:00,08:50 PM,Tu,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 859,351842,Erosion and Sedimentation,,27753,2502,3,3,30,0,30,GRDL,LEC,None,Yes,"Husic, Admin",06:00,08:50 PM,Th,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 861,052042,Finit Elemnt Mthd for Sld Mech,,27756,2500,3,3,30,0,30,GRDL,LEC,None,Yes,"Kirkham, William",06:00,08:50 PM,M,AUG-23,DEC-17,EDWARDS,BEST 320,35,0,0,0,0,0,0,0
CE, 861,052042,Finit Elemnt Mthd for Sld Mech,,27757,2501,3,3,30,0,30,GRDL,LEC,None,Yes,"Kirkham, William",06:00,08:50 PM,M,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 864,344621,Seismic Performnc of Structurs,,27760,2600,3,3,30,0,30,GRDL,LEC,None,Yes,"Kirkham, William",06:00,08:50 PM,W,AUG-23,DEC-17,EDWARDS,BEST 320,35,0,0,0,0,0,0,0
CE, 864,344621,Seismic Performnc of Structurs,,27761,2700,3,3,30,0,30,GRDL,LEC,None,Yes,"Kirkham, William",06:00,08:50 PM,Tu,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 887,052084,Earth Structures,,27686,2100,3,3,28,0,28,GRDL,LEC,None,Yes,"Parsons, Robert",08:00,09:15 AM,MW,AUG-23,DEC-17,LAWRENCE,LEA 2133,28,0,0,0,0,0,0,0
CE, 887,052084,Earth Structures,,27762,2101,3,3,30,0,30,GRDL,LEC,None,Yes,"Parsons, Robert",08:00,09:15 AM,MW,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 887,052084,Earth Structures,,27763,2102,3,3,30,0,30,GRDL,LEC,None,Yes,"Parsons, Robert",08:00,09:15 AM,MW,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 889,346940,Designing with Geosynthetics,,27687,2100,3,3,30,0,30,GRDL,LEC,None,Yes,"Han, Jie",03:00,05:50 PM,W,AUG-23,DEC-17,LAWRENCE,LEA 1136,35,0,0,0,0,0,0,0
CE, 889,346940,Designing with Geosynthetics,,27764,2105,3,3,30,0,30,GRDL,LEC,None,Yes,"Han, Jie",03:00,05:50 PM,W,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
CE, 889,346940,Designing with Geosynthetics,,27765,2106,3,3,30,0,30,GRDL,LEC,None,Yes,"Han, Jie",03:00,05:50 PM,W,AUG-23,DEC-17,EDWARDS,ONLNE KUEC,500,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,13948,1200,1,4,10,0,10,GRDL,RSH,None,Yes,"Bennett, Caroline",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,16229,1225,1,4,10,0,10,GRDL,RSH,None,Yes,"Cai, Hongyi",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,18946,1250,1,4,10,0,10,GRDL,RSH,None,Yes,"Collins, William",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,17914,1275,1,4,10,0,10,GRDL,RSH,None,Yes,"Darabi, Masoud",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,10558,1300,1,4,10,0,10,GRDL,RSH,None,Yes,"Darwin, David",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,13402,1325,1,4,10,0,10,GRDL,RSH,None,Yes,"Han, Jie",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,21388,1350,1,4,10,0,10,GRDL,RSH,None,Yes,"Hansen, Amy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,21389,1375,1,4,10,0,10,GRDL,RSH,None,Yes,"Husic, Admin",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,21390,1400,1,4,10,0,10,GRDL,RSH,None,Yes,"Hutchison, Justin",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,17915,1450,1,4,10,0,10,GRDL,RSH,None,Yes,"Kondyli, Alexandra",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,10559,1475,1,4,10,0,10,GRDL,RSH,None,Yes,"Lane, Dennis",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,17414,1500,1,4,10,0,10,GRDL,RSH,None,Yes,"Lepage, Andres",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,17415,1525,1,4,10,0,10,GRDL,RSH,None,Yes,"Lequesne, Remy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,17416,1550,1,4,10,0,10,GRDL,RSH,None,Yes,"Li, Jian",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,17916,1575,1,4,10,0,10,GRDL,RSH,None,Yes,"Lines, Brian",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,15471,1600,1,4,10,0,10,GRDL,RSH,None,Yes,"Lyon, Robert",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,16230,1625,1,4,10,0,10,GRDL,RSH,None,Yes,"Medina, Mario",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,14927,1650,1,4,10,0,10,GRDL,RSH,None,Yes,"Misra, Anil",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
CE, 890,052090,Master's Project,,17417,1675,1,4,10,0,10,GRDL,RSH,None,Yes,"O'Reilly, Matt",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
